id,project_id,calculation_timestamp,metrics_period_start,metrics_period_end,year_week,lead_time,deployment_frequency,change_failure_rate,mttr,cycle_time,throughput,wip,bug_rate,velocity,code_coverage,data_source,project_phase,git_coverage_pct
NEOB_2025-W07,NEOB,2026-04-18 14:09:48,2025-02-10,2025-02-16,2025-W07,10248.07,,,,0.0,0,0,0.0,2,,jira_only,Phase 1 - Jira only,0.0
NEOB_2025-W08,NEOB,2026-04-18 14:09:48,2025-02-17,2025-02-23,2025-W08,10092.07,,,,0.0,0,1,0.0,1,,jira_only,Phase 1 - Jira only,0.0
NEOB_2025-W09,NEOB,2026-04-18 14:09:48,2025-02-24,2025-03-02,2025-W09,9924.07,,,,,0,2,0.0,2,,jira_only,Phase 1 - Jira only,0.0
NEOB_2025-W10,NEOB,2026-04-18 14:09:48,2025-03-03,2025-03-09,2025-W10,9804.07,,,,0.0,0,2,0.0,2,,jira_only,Phase 1 - Jira only,0.0
NEOB_2025-W11,NEOB,2026-04-18 14:09:48,2025-03-10,2025-03-16,2025-W11,9708.07,,,,0.0,0,0,0.0,1,,jira_only,Phase 1 - Jira only,0.0
NEOB_2025-W12,NEOB,2026-04-18 14:09:48,2025-03-17,2025-03-23,2025-W12,9444.07,,,,0.0,0,1,0.0,1,,jira_only,Phase 1 - Jira only,0.0
NEOB_2025-W13,NEOB,2026-04-18 14:09:48,2025-03-24,2025-03-30,2025-W13,9308.07,,,,0.0,0,1,0.0,3,,jira_only,Phase 1 - Jira only,0.0
NEOB_2025-W14,NEOB,2026-04-18 14:09:48,2025-03-31,2025-04-06,2025-W14,9156.07,,,,,0,1,0.0,1,,jira_only,Phase 1 - Jira only,0.0
NEOB_2025-W15,NEOB,2026-04-18 14:09:48,2025-04-07,2025-04-13,2025-W15,9004.07,,,,0.0,0,0,0.0,3,,jira_only,Phase 1 - Jira only,0.0
NEOB_2025-W16,NEOB,2026-04-18 14:09:48,2025-04-14,2025-04-20,2025-W16,8820.07,,,,0.0,0,0,0.0,1,,jira_only,Phase 1 - Jira only,0.0
NEOB_2025-W17,NEOB,2026-04-18 14:09:48,2025-04-21,2025-04-27,2025-W17,8612.07,,,,0.0,0,1,0.0,3,,jira_only,Phase 1 - Jira only,0.0
NEOB_2025-W19,NEOB,2026-04-18 14:09:48,2025-05-05,2025-05-11,2025-W19,8284.07,,,,0.0,0,1,0.0,3,,jira_only,Phase 1 - Jira only,0.0
NEOB_2025-W20,NEOB,2026-04-18 14:09:48,2025-05-12,2025-05-18,2025-W20,8124.07,,,,0.0,0,1,0.0,2,,jira_only,Phase 1 - Jira only,0.0
NEOB_2025-W21,NEOB,2026-04-18 14:09:48,2025-05-19,2025-05-25,2025-W21,7964.07,,,,0.0,0,1,0.0,3,,jira_only,Phase 1 - Jira only,0.0
NEOB_2025-W23,NEOB,2026-04-18 14:09:48,2025-06-02,2025-06-08,2025-W23,7596.07,,,,0.0,0,3,0.0,4,,jira_only,Phase 1 - Jira only,0.0
NEOB_2025-W24,NEOB,2026-04-18 14:09:48,2025-06-09,2025-06-15,2025-W24,7452.07,,,,0.0,0,0,0.0,1,,jira_only,Phase 1 - Jira only,0.0
NEOB_2025-W25,NEOB,2026-04-18 14:09:48,2025-06-16,2025-06-22,2025-W25,7272.07,,,,,0,2,0.0,2,,jira_only,Phase 1 - Jira only,0.0
NEOB_2025-W26,NEOB,2026-04-18 14:09:48,2025-06-23,2025-06-29,2025-W26,7100.07,,,,0.0,0,1,0.0,3,,jira_only,Phase 1 - Jira only,0.0
NEOB_2025-W27,NEOB,2026-04-18 14:09:48,2025-06-30,2025-07-06,2025-W27,6876.07,,,,0.0,0,1,0.0,1,,jira_only,Phase 1 - Jira only,0.0
NEOB_2025-W28,NEOB,2026-04-18 14:09:48,2025-07-07,2025-07-13,2025-W28,6804.07,,,,0.0,0,2,0.0,2,,jira_only,Phase 1 - Jira only,0.0
NEOB_2025-W29,NEOB,2026-04-18 14:09:48,2025-07-14,2025-07-20,2025-W29,6684.07,,,,0.0,0,1,0.0,1,,jira_only,Phase 1 - Jira only,0.0
NEOB_2025-W30,NEOB,2026-04-18 14:09:48,2025-07-21,2025-07-27,2025-W30,6444.07,,,,,0,1,0.0,1,,jira_only,Phase 1 - Jira only,0.0
NEOB_2025-W31,NEOB,2026-04-18 14:09:48,2025-07-28,2025-08-03,2025-W31,6252.07,,,,0.0,0,0,0.0,3,,jira_only,Phase 1 - Jira only,0.0
NEOB_2025-W32,NEOB,2026-04-18 14:09:48,2025-08-04,2025-08-10,2025-W32,6048.07,,,,,0,2,0.0,2,,jira_only,Phase 1 - Jira only,0.0
NEOB_2025-W33,NEOB,2026-04-18 14:09:48,2025-08-11,2025-08-17,2025-W33,6012.07,,,,0.0,0,0,0.0,1,,jira_only,Phase 1 - Jira only,0.0
NEOB_2025-W34,NEOB,2026-04-18 14:09:48,2025-08-18,2025-08-24,2025-W34,5772.07,,,,,0,1,0.0,1,,jira_only,Phase 1 - Jira only,0.0
NEOB_2025-W35,NEOB,2026-04-18 14:09:48,2025-08-25,2025-08-31,2025-W35,5620.07,,,,0.0,0,3,0.0,3,,jira_only,Phase 1 - Jira only,0.0
NEOB_2025-W36,NEOB,2026-04-18 14:09:48,2025-09-01,2025-09-07,2025-W36,5508.07,,,,,0,1,0.0,1,,jira_only,Phase 1 - Jira only,0.0
NEOB_2025-W37,NEOB,2026-04-18 14:09:48,2025-09-08,2025-09-14,2025-W37,5284.07,,,,0.0,0,1,0.0,3,,jira_only,Phase 1 - Jira only,0.0
NEOB_2025-W38,NEOB,2026-04-18 14:09:48,2025-09-15,2025-09-21,2025-W38,5148.07,,,,0.0,0,0,0.0,1,,jira_only,Phase 1 - Jira only,0.0
NEOB_2025-W39,NEOB,2026-04-18 14:09:48,2025-09-22,2025-09-28,2025-W39,4920.07,,,,0.0,0,0,0.0,2,,jira_only,Phase 1 - Jira only,0.0
NEOB_2025-W40,NEOB,2026-04-18 14:09:48,2025-09-29,2025-10-05,2025-W40,4748.07,,,,0.0,0,2,0.0,3,,jira_only,Phase 1 - Jira only,0.0
NEOB_2025-W41,NEOB,2026-04-18 14:09:48,2025-10-06,2025-10-12,2025-W41,4572.07,,,,,0,2,0.0,2,,jira_only,Phase 1 - Jira only,0.0
NEOB_2025-W42,NEOB,2026-04-18 14:09:48,2025-10-13,2025-10-19,2025-W42,4404.07,,,,0.0,0,0,0.0,1,,jira_only,Phase 1 - Jira only,0.0
NEOB_2025-W43,NEOB,2026-04-18 14:09:48,2025-10-20,2025-10-26,2025-W43,4212.07,,,,,0,2,0.0,2,,jira_only,Phase 1 - Jira only,0.0
NEOB_2025-W44,NEOB,2026-04-18 14:09:48,2025-10-27,2025-11-02,2025-W44,4084.07,,,,0.0,0,1,0.0,3,,jira_only,Phase 1 - Jira only,0.0
NEOB_2025-W46,NEOB,2026-04-18 14:09:48,2025-11-10,2025-11-16,2025-W46,3804.07,,,,0.0,0,1,0.0,2,,jira_only,Phase 1 - Jira only,0.0
NEOB_2025-W47,NEOB,2026-04-18 14:09:48,2025-11-17,2025-11-23,2025-W47,3564.07,,,,0.0,0,1,0.0,1,,jira_only,Phase 1 - Jira only,0.0
NEOB_2025-W48,NEOB,2026-04-18 14:09:48,2025-11-24,2025-11-30,2025-W48,3428.07,,,,0.0,0,0,0.0,3,,jira_only,Phase 1 - Jira only,0.0
NEOB_2025-W49,NEOB,2026-04-18 14:09:48,2025-12-01,2025-12-07,2025-W49,3324.07,,,,0.0,0,1,0.0,1,,jira_only,Phase 1 - Jira only,0.0
NEOB_2025-W50,NEOB,2026-04-18 14:09:48,2025-12-08,2025-12-14,2025-W50,3052.07,,,,0.0,0,0,0.0,3,,jira_only,Phase 1 - Jira only,0.0
NEOB_2025-W51,NEOB,2026-04-18 14:09:48,2025-12-15,2025-12-21,2025-W51,2916.07,,,,0.0,0,1,0.0,2,,jira_only,Phase 1 - Jira only,0.0
PG_2022-W01,PG,2026-04-18 14:09:48,2022-01-03,2022-01-09,2022-W01,4638.0,,,,4554.9,0,0,0.0,4,,jira_only,Phase 1 - Jira only,0.0
PG_2022-W02,PG,2026-04-18 14:09:48,2022-01-10,2022-01-16,2022-W02,37356.07,,,,,0,2,0.0,2,,jira_only,Phase 1 - Jira only,0.0
PG_2022-W03,PG,2026-04-18 14:09:48,2022-01-17,2022-01-23,2022-W03,37200.07,,,,,0,2,0.0,2,,jira_only,Phase 1 - Jira only,0.0
PG_2022-W04,PG,2026-04-18 14:09:48,2022-01-24,2022-01-30,2022-W04,4224.0,,,,4084.01,0,0,0.0,3,,jira_only,Phase 1 - Jira only,0.0
PG_2022-W05,PG,2026-04-18 14:09:48,2022-01-31,2022-02-06,2022-W05,28647.05,,,,1934.23,0,3,0.0,4,,jira_only,Phase 1 - Jira only,0.0
PG_2022-W06,PG,2026-04-18 14:09:48,2022-02-07,2022-02-13,2022-W06,36696.07,,,,,0,2,0.0,2,,jira_only,Phase 1 - Jira only,0.0
PG_2022-W07,PG,2026-04-18 14:09:48,2022-02-14,2022-02-20,2022-W07,11829.02,,,,2613.24,0,1,0.0,4,,jira_only,Phase 1 - Jira only,0.0
PG_2022-W08,PG,2026-04-18 14:09:48,2022-02-21,2022-02-27,2022-W08,11661.02,,,,2478.74,0,1,0.0,4,,jira_only,Phase 1 - Jira only,0.0
PG_2022-W09,PG,2026-04-18 14:09:48,2022-02-28,2022-03-06,2022-W09,19758.04,,,,3301.32,0,1,0.0,2,,jira_only,Phase 1 - Jira only,0.0
PG_2022-W10,PG,2026-04-18 14:09:48,2022-03-07,2022-03-13,2022-W10,3216.0,,,,3095.86,0,0,0.0,3,,jira_only,Phase 1 - Jira only,0.0
PG_2022-W11,PG,2026-04-18 14:09:48,2022-03-14,2022-03-20,2022-W11,35880.07,,,,,0,2,0.0,2,,jira_only,Phase 1 - Jira only,0.0
PG_2022-W12,PG,2026-04-18 14:09:48,2022-03-21,2022-03-27,2022-W12,22567.24,,,,1853.33,0,3,0.0,5,,jira_only,Phase 1 - Jira only,0.0
PG_2022-W13,PG,2026-04-18 14:09:48,2022-03-28,2022-04-03,2022-W13,2676.0,,,,2549.87,0,0,0.0,2,,jira_only,Phase 1 - Jira only,0.0
PG_2022-W14,PG,2026-04-18 14:09:48,2022-04-04,2022-04-10,2022-W14,15604.83,,,,1728.56,0,2,0.0,5,,jira_only,Phase 1 - Jira only,0.0
PG_2022-W15,PG,2026-04-18 14:09:48,2022-04-11,2022-04-17,2022-W15,18786.04,,,,1512.24,0,2,0.0,4,,jira_only,Phase 1 - Jira only,0.0
PG_2022-W16,PG,2026-04-18 14:09:48,2022-04-18,2022-04-24,2022-W16,13092.02,,,,1379.56,0,1,0.0,3,,jira_only,Phase 1 - Jira only,0.0
PG_2022-W17,PG,2026-04-18 14:09:48,2022-04-25,2022-05-01,2022-W17,34764.07,,,,,0,1,0.0,1,,jira_only,Phase 1 - Jira only,0.0
PG_2022-W18,PG,2026-04-18 14:09:48,2022-05-02,2022-05-08,2022-W18,12732.02,,,,1607.63,0,1,0.0,3,,jira_only,Phase 1 - Jira only,0.0
PG_2022-W19,PG,2026-04-18 14:09:48,2022-05-09,2022-05-15,2022-W19,18078.04,,,,1494.68,0,1,0.0,2,,jira_only,Phase 1 - Jira only,0.0
PG_2022-W20,PG,2026-04-18 14:09:48,2022-05-16,2022-05-22,2022-W20,23424.05,,,,951.73,0,4,0.0,6,,jira_only,Phase 1 - Jira only,0.0
PG_2022-W21,PG,2026-04-18 14:09:48,2022-05-23,2022-05-29,2022-W21,12220.02,,,,755.05,0,1,0.0,3,,jira_only,Phase 1 - Jira only,0.0
PG_2022-W22,PG,2026-04-18 14:09:48,2022-05-30,2022-06-05,2022-W22,17592.04,,,,514.91,0,2,0.0,4,,jira_only,Phase 1 - Jira only,0.0
PG_2022-W23,PG,2026-04-18 14:09:48,2022-06-06,2022-06-12,2022-W23,792.0,,,,721.0,0,0,0.0,1,,jira_only,Phase 1 - Jira only,0.0
PG_2022-W24,PG,2026-04-18 14:09:48,2022-06-13,2022-06-19,2022-W24,17310.04,,,,361.45,0,2,0.0,4,,jira_only,Phase 1 - Jira only,0.0
PG_2022-W25,PG,2026-04-18 14:09:48,2022-06-20,2022-06-26,2022-W25,648.0,,,,488.55,0,0,0.0,2,,jira_only,Phase 1 - Jira only,0.0
PG_2022-W26,PG,2026-04-18 14:09:48,2022-06-27,2022-07-03,2022-W26,11420.02,,,,209.54,0,1,0.0,3,,jira_only,Phase 1 - Jira only,0.0
RIDIDP25_2025-W09,RIDIDP25,2026-04-18 14:09:48,2025-02-24,2025-03-02,2025-W09,9636.49,,,,4674.19,0,16,0.0,19,,jira_only,Phase 1 - Jira only,0.0
RIDIDP25_2025-W51,RIDIDP25,2026-04-18 14:09:48,2025-12-15,2025-12-21,2025-W51,2964.07,,,,0.0,0,5,0.0,5,,jira_only,Phase 1 - Jira only,0.0
